,Gene stable ID,Gene name,Transcript name,RefSeq match transcript (MANE Select),Ensembl Canonical,Transcript stable ID,gene_id
270,ENSG00000277925,Telomerase-vert,Telomerase-vert.1-201,,True,ENST00000363312,ENSG00000277925.1
271,ENSG00000200320,SNORA63,SNORA63-201,,True,ENST00000363450,ENSG00000200320.1
272,ENSG00000034510,TMSB10,TMSB10-201,NM_021103.4,True,ENST00000233143,ENSG00000034510.5
273,ENSG00000104824,HNRNPL,HNRNPL-201,NM_001533.3,True,ENST00000221419,ENSG00000104824.17
274,ENSG00000149100,EIF3M,EIF3M-208,NM_006360.6,True,ENST00000531120,ENSG00000149100.12
275,ENSG00000109255,NMU,NMU-201,NM_006681.4,True,ENST00000264218,ENSG00000109255.11
276,ENSG00000111775,COX6A1,COX6A1-201,NM_004373.4,True,ENST00000229379,ENSG00000111775.2
277,ENSG00000198563,DDX39B,DDX39B-202,NM_004640.7,True,ENST00000396172,ENSG00000198563.13
278,ENSG00000117632,STMN1,STMN1-206,NM_005563.4,True,ENST00000455785,ENSG00000117632.22
279,ENSG00000115053,NCL,NCL-201,NM_005381.3,True,ENST00000322723,ENSG00000115053.15
280,ENSG00000238917,SNORD10,SNORD10-201,,True,ENST00000459579,ENSG00000238917.1
281,ENSG00000270722,RNVU1-31,RNVU1-31-201,,True,ENST00000605806,ENSG00000270722.1
282,ENSG00000189064,GAGE2A,GAGE2A-201,NM_001127212.4,True,ENST00000362097,ENSG00000189064.8
283,ENSG00000144381,HSPD1,HSPD1-202,NM_002156.5,True,ENST00000388968,ENSG00000144381.16
284,ENSG00000213178,RPL22P1,RPL22P1-201,,True,ENST00000418623,ENSG00000213178.3
285,ENSG00000278463,H2AC4,H2AC4-201,NM_003513.3,True,ENST00000615868,ENSG00000278463.1
286,ENSG00000198695,MT-ND6,MT-ND6-201,,True,ENST00000361681,ENSG00000198695.2
287,ENSG00000153187,HNRNPU,HNRNPU-226,NM_031844.3,True,ENST00000640218,ENSG00000153187.19
288,ENSG00000156261,CCT8,CCT8-201,NM_006585.4,True,ENST00000286788,ENSG00000156261.12
289,ENSG00000089280,FUS,FUS-201,NM_004960.4,True,ENST00000254108,ENSG00000089280.18
290,ENSG00000117592,PRDX6,PRDX6-201,NM_004905.3,True,ENST00000340385,ENSG00000117592.8
291,ENSG00000088247,KHSRP,KHSRP-212,NM_001366299.1,True,ENST00000600480,ENSG00000088247.17
292,ENSG00000169045,HNRNPH1,HNRNPH1-203,NM_001257293.2,True,ENST00000393432,ENSG00000169045.17
293,ENSG00000166165,CKB,CKB-201,NM_001823.5,True,ENST00000348956,ENSG00000166165.12
294,ENSG00000092841,MYL6,MYL6-218,NM_021019.5,True,ENST00000550697,ENSG00000092841.18
295,ENSG00000252481,SCARNA13,SCARNA13-201,,True,ENST00000516672,ENSG00000252481.1
296,ENSG00000128228,SDF2L1,SDF2L1-201,NM_022044.3,True,ENST00000248958,ENSG00000128228.4
297,ENSG00000131174,COX7B,COX7B-204,NM_001866.3,True,ENST00000650309,ENSG00000131174.5
298,ENSG00000112695,COX7A2,COX7A2-209,NM_001366293.2,True,ENST00000684430,ENSG00000112695.11
299,ENSG00000237550,,,,True,ENST00000466501,ENSG00000237550.5
300,ENSG00000189091,SF3B3,SF3B3-201,NM_012426.5,True,ENST00000302516,ENSG00000189091.12
301,ENSG00000177156,TALDO1,TALDO1-201,NM_006755.2,True,ENST00000319006,ENSG00000177156.10
302,ENSG00000009307,CSDE1,CSDE1-203,NM_001007553.3,True,ENST00000358528,ENSG00000009307.15
303,ENSG00000135940,COX5B,COX5B-201,NM_001862.3,True,ENST00000258424,ENSG00000135940.6
304,ENSG00000103495,MAZ,MAZ-202,NM_002383.4,True,ENST00000322945,ENSG00000103495.13
305,ENSG00000165119,HNRNPK,HNRNPK-204,NM_031263.4,True,ENST00000376263,ENSG00000165119.20
306,ENSG00000236362,GAGE12F,GAGE12F-201,NM_001098405.3,True,ENST00000440137,ENSG00000236362.8
307,ENSG00000187109,NAP1L1,NAP1L1-226,NM_004537.7,True,ENST00000618691,ENSG00000187109.13
308,ENSG00000262074,SNORD3B-2,SNORD3B-2-201,,True,ENST00000571722,ENSG00000262074.6
309,ENSG00000204435,CSNK2B,CSNK2B-203,NM_001320.7,True,ENST00000375882,ENSG00000204435.13
310,ENSG00000090621,PABPC4,PABPC4-203,NM_001135653.2,True,ENST00000372858,ENSG00000090621.13
311,ENSG00000205581,HMGN1,HMGN1-204,NM_004965.7,True,ENST00000380749,ENSG00000205581.10
312,ENSG00000164924,YWHAZ,YWHAZ-207,NM_145690.3,True,ENST00000395958,ENSG00000164924.17
313,ENSG00000106211,HSPB1,HSPB1-201,NM_001540.5,True,ENST00000248553,ENSG00000106211.8
314,ENSG00000186010,NDUFA13,NDUFA13-204,NM_015965.7,True,ENST00000507754,ENSG00000186010.18
315,ENSG00000163468,CCT3,CCT3-201,NM_005998.5,True,ENST00000295688,ENSG00000163468.14
316,ENSG00000196866,H2AC7,H2AC7-201,NM_021065.3,True,ENST00000341023,ENSG00000196866.2
317,ENSG00000212443,SNORA53,SNORA53-201,,True,ENST00000391141,ENSG00000212443.1
318,ENSG00000188612,SUMO2,SUMO2-202,NM_006937.4,True,ENST00000420826,ENSG00000188612.11
319,ENSG00000241837,ATP5PO,ATP5PO-201,NM_001697.3,True,ENST00000290299,ENSG00000241837.6
320,ENSG00000004455,AK2,AK2-214,NM_001625.4,True,ENST00000672715,ENSG00000004455.16
321,ENSG00000169020,ATP5ME,ATP5ME-201,NM_007100.4,True,ENST00000304312,ENSG00000169020.9
322,ENSG00000143549,TPM3,TPM3-224,NM_152263.4,True,ENST00000651641,ENSG00000143549.19
323,ENSG00000184357,H1-5,H1-5-201,NM_005322.3,True,ENST00000331442,ENSG00000184357.4
324,ENSG00000158710,TAGLN2,TAGLN2-203,NM_003564.3,True,ENST00000368097,ENSG00000158710.14
325,ENSG00000114867,EIF4G1,EIF4G1-202,NM_198241.3,True,ENST00000346169,ENSG00000114867.20
326,ENSG00000101558,VAPA,VAPA-202,NM_194434.3,True,ENST00000400000,ENSG00000101558.13
327,ENSG00000142168,SOD1,SOD1-201,NM_000454.5,True,ENST00000270142,ENSG00000142168.14
328,ENSG00000168653,NDUFS5,NDUFS5-202,NM_004552.3,True,ENST00000372969,ENSG00000168653.10
329,ENSG00000161547,SRSF2,SRSF2-202,NM_001195427.2,True,ENST00000359995,ENSG00000161547.16
330,ENSG00000278828,H3C10,H3C10-202,NM_003536.3,True,ENST00000685041,ENSG00000278828.1
331,ENSG00000173915,ATP5MK,ATP5MK-204,NM_001206427.2,True,ENST00000369815,ENSG00000173915.15
332,ENSG00000112081,SRSF3,SRSF3-202,NM_003017.5,True,ENST00000373715,ENSG00000112081.16
333,ENSG00000172270,BSG,BSG-201,NM_001728.4,True,ENST00000333511,ENSG00000172270.19
334,ENSG00000130656,HBZ,HBZ-201,NM_005332.3,True,ENST00000252951,ENSG00000130656.4
335,ENSG00000113387,SUB1,SUB1-201,NM_006713.4,True,ENST00000265073,ENSG00000113387.11
336,ENSG00000196787,H2AC11,H2AC11-201,NM_021064.5,True,ENST00000359193,ENSG00000196787.3
337,ENSG00000265185,SNORD3B-1,SNORD3B-1-201,,True,ENST00000577988,ENSG00000265185.5
338,ENSG00000169813,HNRNPF,HNRNPF-208,NM_001098204.2,True,ENST00000682386,ENSG00000169813.16
339,ENSG00000198258,UBL5,UBL5-202,NM_001048241.3,True,ENST00000586895,ENSG00000198258.10
340,ENSG00000108953,YWHAE,YWHAE-201,NM_006761.5,True,ENST00000264335,ENSG00000108953.16
341,ENSG00000204394,VARS1,VARS1-215,NM_006295.3,True,ENST00000375663,ENSG00000204394.12
342,ENSG00000116288,PARK7,PARK7-201,NM_007262.5,True,ENST00000338639,ENSG00000116288.12
343,ENSG00000204463,BAG6,BAG6-264,NM_001387994.1,True,ENST00000676615,ENSG00000204463.12
344,ENSG00000113013,HSPA9,HSPA9-201,NM_004134.7,True,ENST00000297185,ENSG00000113013.13
345,ENSG00000239672,NME1,NME1-203,NM_000269.3,True,ENST00000393196,ENSG00000239672.7
346,ENSG00000178741,COX5A,COX5A-201,NM_004255.4,True,ENST00000322347,ENSG00000178741.11
347,ENSG00000147140,NONO,NONO-201,NM_007363.5,True,ENST00000276079,ENSG00000147140.15
348,ENSG00000100030,MAPK1,MAPK1-201,NM_002745.5,True,ENST00000215832,ENSG00000100030.14
349,ENSG00000207445,SNORD15B,SNORD15B-201,,True,ENST00000384714,ENSG00000207445.1
350,ENSG00000197746,PSAP,PSAP-201,NM_002778.4,True,ENST00000394936,ENSG00000197746.13
351,ENSG00000143761,ARF1,ARF1-201,NM_001658.4,True,ENST00000272102,ENSG00000143761.15
352,ENSG00000067225,PKM,PKM-202,NM_002654.6,True,ENST00000335181,ENSG00000067225.17
353,ENSG00000170515,PA2G4,PA2G4-201,NM_006191.3,True,ENST00000303305,ENSG00000170515.13
354,ENSG00000072274,TFRC,TFRC-201,NM_001128148.3,True,ENST00000360110,ENSG00000072274.12
355,ENSG00000206597,SNORA57,SNORA57-201,,True,ENST00000383870,ENSG00000206597.1
356,ENSG00000166598,HSP90B1,HSP90B1-201,NM_003299.3,True,ENST00000299767,ENSG00000166598.14
357,ENSG00000188536,HBA2,HBA2-201,NM_000517.6,True,ENST00000251595,ENSG00000188536.13
358,ENSG00000215269,GAGE12G,GAGE12G-201,NM_001098409.4,True,ENST00000445148,ENSG00000215269.5
359,ENSG00000239002,SCARNA10,SCARNA10-201,,True,ENST00000459255,ENSG00000239002.3
360,ENSG00000167978,SRRM2,SRRM2-201,NM_016333.4,True,ENST00000301740,ENSG00000167978.16
361,ENSG00000277791,PSMB3,PSMB3-211,NM_002795.4,True,ENST00000619426,ENSG00000277791.4
362,ENSG00000166710,B2M,B2M-211,NM_004048.4,True,ENST00000648006,ENSG00000166710.18
363,ENSG00000105655,ISYNA1,ISYNA1-201,NM_016368.5,True,ENST00000338128,ENSG00000105655.18
364,ENSG00000147274,RBMX,RBMX-201,NM_002139.4,True,ENST00000320676,ENSG00000147274.14
365,ENSG00000135390,ATP5MC2,ATP5MC2-202,NM_005176.7,True,ENST00000394349,ENSG00000135390.18
366,ENSG00000090013,BLVRB,BLVRB-201,NM_000713.3,True,ENST00000263368,ENSG00000090013.10
367,ENSG00000124575,H1-3,H1-3-201,NM_005320.3,True,ENST00000244534,ENSG00000124575.6
368,ENSG00000136938,ANP32B,ANP32B-201,NM_006401.3,True,ENST00000339399,ENSG00000136938.8
369,ENSG00000104408,EIF3E,EIF3E-201,NM_001568.3,True,ENST00000220849,ENSG00000104408.9
370,ENSG00000129351,ILF3,ILF3-209,NM_017620.3,True,ENST00000588657,ENSG00000129351.17
371,ENSG00000142864,SERBP1,SERBP1-201,NM_001018069.2,True,ENST00000361219,ENSG00000142864.14
372,ENSG00000248527,MTATP6P1,MTATP6P1-201,,True,ENST00000514057,ENSG00000248527.1
373,ENSG00000008018,PSMB1,PSMB1-201,NM_002793.4,True,ENST00000262193,ENSG00000008018.8
374,ENSG00000167085,PHB1,PHB1-201,NM_002634.4,True,ENST00000300408,ENSG00000167085.11
375,ENSG00000185624,P4HB,P4HB-201,NM_000918.4,True,ENST00000331483,ENSG00000185624.14
376,ENSG00000131828,PDHA1,PDHA1-205,NM_000284.4,True,ENST00000422285,ENSG00000131828.13
377,ENSG00000166226,CCT2,CCT2-201,NM_006431.3,True,ENST00000299300,ENSG00000166226.12
378,ENSG00000182004,SNRPE,SNRPE-202,NM_003094.4,True,ENST00000414487,ENSG00000182004.12
379,ENSG00000151366,NDUFC2,NDUFC2-201,NM_004549.6,True,ENST00000281031,ENSG00000151366.12
380,ENSG00000136450,SRSF1,SRSF1-201,NM_006924.5,True,ENST00000258962,ENSG00000136450.12
381,ENSG00000189403,HMGB1,HMGB1-203,NM_002128.7,True,ENST00000341423,ENSG00000189403.14
382,ENSG00000110958,PTGES3,PTGES3-201,NM_006601.7,True,ENST00000262033,ENSG00000110958.15
383,ENSG00000087460,GNAS,GNAS-210,NM_000516.7,True,ENST00000371085,ENSG00000087460.24
384,ENSG00000172115,CYCS,CYCS-201,NM_018947.6,True,ENST00000305786,ENSG00000172115.8
385,ENSG00000275113,GAGE2E,GAGE2E-201,,True,ENST00000621907,ENSG00000275113.1
386,ENSG00000126247,CAPNS1,CAPNS1-201,NM_001749.4,True,ENST00000246533,ENSG00000126247.10
387,ENSG00000255717,SNHG1,SNHG1-266,,True,ENST00000689147,ENSG00000255717.6
388,ENSG00000143742,SRP9,SRP9-201,NM_003133.6,True,ENST00000304786,ENSG00000143742.12
389,ENSG00000178952,TUFM,TUFM-201,NM_003321.5,True,ENST00000313511,ENSG00000178952.10
390,ENSG00000184007,PTP4A2,PTP4A2-219,NM_080391.4,True,ENST00000647444,ENSG00000184007.20
391,ENSG00000252010,SCARNA5,SCARNA5-201,,True,ENST00000516201,ENSG00000252010.1
392,ENSG00000103335,PIEZO1,PIEZO1-201,NM_001142864.4,True,ENST00000301015,ENSG00000103335.22
393,ENSG00000125835,SNRPB,SNRPB-201,NM_003091.4,True,ENST00000381342,ENSG00000125835.18
394,ENSG00000159377,PSMB4,PSMB4-201,NM_002796.3,True,ENST00000290541,ENSG00000159377.10
395,ENSG00000100129,EIF3L,EIF3L-215,NM_016091.4,True,ENST00000652021,ENSG00000100129.17
396,ENSG00000240342,RPS2P5,RPS2P5-201,,True,ENST00000488803,ENSG00000240342.3
397,ENSG00000143321,HDGF,HDGF-201,NM_004494.3,True,ENST00000357325,ENSG00000143321.18
398,ENSG00000188229,TUBB4B,TUBB4B-201,NM_006088.6,True,ENST00000340384,ENSG00000188229.5
399,ENSG00000156515,HK1,HK1-202,NM_000188.3,True,ENST00000359426,ENSG00000156515.23
400,ENSG00000138668,HNRNPD,HNRNPD-201,NM_031370.3,True,ENST00000313899,ENSG00000138668.18
401,ENSG00000165637,VDAC2,VDAC2-203,NM_001391963.1,True,ENST00000332211,ENSG00000165637.13
402,ENSG00000196683,TOMM7,TOMM7-201,NM_019059.5,True,ENST00000358435,ENSG00000196683.10
403,ENSG00000160200,CBS,CBS-204,NM_000071.3,True,ENST00000398165,ENSG00000160200.17
404,ENSG00000180817,PPA1,PPA1-202,NM_021129.4,True,ENST00000373232,ENSG00000180817.11
405,ENSG00000105281,SLC1A5,SLC1A5-203,NM_005628.3,True,ENST00000542575,ENSG00000105281.12
406,ENSG00000075618,FSCN1,FSCN1-201,NM_003088.4,True,ENST00000382361,ENSG00000075618.17
407,ENSG00000106263,EIF3B,EIF3B-201,NM_001037283.2,True,ENST00000360876,ENSG00000106263.17
408,ENSG00000135404,CD63,CD63-201,NM_001780.6,True,ENST00000257857,ENSG00000135404.11
409,ENSG00000106682,EIF4H,EIF4H-201,NM_022170.2,True,ENST00000265753,ENSG00000106682.14
410,ENSG00000164919,COX6C,COX6C-205,NM_004374.4,True,ENST00000520468,ENSG00000164919.10
411,ENSG00000159131,GART,GART-203,NM_000819.5,True,ENST00000381815,ENSG00000159131.16
412,ENSG00000124562,SNRPC,SNRPC-201,NM_003093.3,True,ENST00000244520,ENSG00000124562.9
413,ENSG00000167815,PRDX2,PRDX2-201,NM_005809.6,True,ENST00000301522,ENSG00000167815.11
414,ENSG00000084623,EIF3I,EIF3I-224,NM_003757.4,True,ENST00000677711,ENSG00000084623.11
415,ENSG00000108561,C1QBP,C1QBP-201,NM_001212.4,True,ENST00000225698,ENSG00000108561.8
416,ENSG00000126561,STAT5A,STAT5A-209,NM_001288718.2,True,ENST00000590949,ENSG00000126561.16
417,ENSG00000101182,PSMA7,PSMA7-203,NM_002792.4,True,ENST00000370873,ENSG00000101182.14
418,ENSG00000241343,RPL36A,RPL36A-209,NM_021029.6,True,ENST00000553110,ENSG00000241343.9
419,ENSG00000149485,FADS1,FADS1-201,NM_013402.7,True,ENST00000350997,ENSG00000149485.18
420,ENSG00000188976,NOC2L,NOC2L-201,NM_015658.4,True,ENST00000327044,ENSG00000188976.10
421,ENSG00000099624,ATP5F1D,ATP5F1D-201,NM_001687.5,True,ENST00000215375,ENSG00000099624.7
422,ENSG00000165629,ATP5F1C,ATP5F1C-202,NM_001001973.3,True,ENST00000356708,ENSG00000165629.19
423,ENSG00000162521,RBBP4,RBBP4-202,NM_005610.3,True,ENST00000373493,ENSG00000162521.18
424,ENSG00000167792,NDUFV1,NDUFV1-201,NM_007103.4,True,ENST00000322776,ENSG00000167792.12
425,ENSG00000126602,TRAP1,TRAP1-201,NM_016292.3,True,ENST00000246957,ENSG00000126602.10
426,ENSG00000100075,SLC25A1,SLC25A1-201,NM_005984.5,True,ENST00000215882,ENSG00000100075.9
427,ENSG00000169564,PCBP1,PCBP1-201,NM_006196.4,True,ENST00000303577,ENSG00000169564.6
428,ENSG00000275143,SCARNA16,SCARNA16-201,,True,ENST00000515981,ENSG00000275143.1
429,ENSG00000135046,ANXA1,ANXA1-201,NM_000700.3,True,ENST00000257497,ENSG00000135046.13
430,ENSG00000173436,MICOS10,MICOS10-201,NM_001032363.4,True,ENST00000322753,ENSG00000173436.14
431,ENSG00000106028,SSBP1,SSBP1-201,NM_003143.3,True,ENST00000265304,ENSG00000106028.10
432,ENSG00000152234,ATP5F1A,ATP5F1A-202,NM_004046.6,True,ENST00000398752,ENSG00000152234.15
433,ENSG00000163931,TKT,TKT-207,NM_001064.4,True,ENST00000462138,ENSG00000163931.15
434,ENSG00000212232,SNORD17,SNORD17-201,,True,ENST00000390930,ENSG00000212232.1
435,ENSG00000169976,SF3B5,SF3B5-201,NM_031287.3,True,ENST00000367569,ENSG00000169976.6
436,ENSG00000078304,PPP2R5C,PPP2R5C-233,NM_001352913.2,True,ENST00000694906,ENSG00000078304.19
437,ENSG00000102144,PGK1,PGK1-201,NM_000291.4,True,ENST00000373316,ENSG00000102144.14
438,ENSG00000110492,MDK,MDK-203,NM_002391.6,True,ENST00000395566,ENSG00000110492.15
439,ENSG00000238622,SNORD97,SNORD97-201,,True,ENST00000459187,ENSG00000238622.1
440,ENSG00000168906,MAT2A,MAT2A-201,NM_005911.6,True,ENST00000306434,ENSG00000168906.12
441,ENSG00000128918,ALDH1A2,ALDH1A2-201,NM_003888.4,True,ENST00000249750,ENSG00000128918.14
442,ENSG00000101361,NOP56,NOP56-201,NM_006392.4,True,ENST00000329276,ENSG00000101361.16
443,ENSG00000128050,PAICS,PAICS-207,NM_001079524.2,True,ENST00000512576,ENSG00000128050.8
444,ENSG00000167468,GPX4,GPX4-201,NM_002085.5,True,ENST00000354171,ENSG00000167468.16
445,ENSG00000170421,KRT8,KRT8-218,NM_002273.4,True,ENST00000692008,ENSG00000170421.12
446,ENSG00000173457,PPP1R14B,PPP1R14B-201,NM_138689.3,True,ENST00000309318,ENSG00000173457.10
447,ENSG00000273802,H2BC8,H2BC8-201,NM_003518.4,True,ENST00000541790,ENSG00000273802.2
448,ENSG00000167283,ATP5MG,ATP5MG-201,NM_006476.5,True,ENST00000300688,ENSG00000167283.7
449,ENSG00000108106,UBE2S,UBE2S-201,NM_014501.3,True,ENST00000264552,ENSG00000108106.13
450,ENSG00000130811,EIF3G,EIF3G-201,NM_003755.5,True,ENST00000253108,ENSG00000130811.11
451,ENSG00000041357,PSMA4,PSMA4-201,NM_002789.6,True,ENST00000044462,ENSG00000041357.15
452,ENSG00000175756,AURKAIP1,AURKAIP1-202,NM_017900.3,True,ENST00000338338,ENSG00000175756.13
453,ENSG00000147684,NDUFB9,NDUFB9-201,NM_005005.3,True,ENST00000276689,ENSG00000147684.8
454,ENSG00000161203,AP2M1,AP2M1-201,NM_004068.4,True,ENST00000292807,ENSG00000161203.13
455,ENSG00000130402,ACTN4,ACTN4-201,NM_004924.6,True,ENST00000252699,ENSG00000130402.11
456,ENSG00000111642,CHD4,CHD4-206,NM_001273.5,True,ENST00000544040,ENSG00000111642.15
457,ENSG00000051523,CYBA,CYBA-201,NM_000101.4,True,ENST00000261623,ENSG00000051523.10
458,ENSG00000166986,MARS1,MARS1-201,NM_004990.4,True,ENST00000262027,ENSG00000166986.14
459,ENSG00000147677,EIF3H,EIF3H-209,NM_003756.3,True,ENST00000521861,ENSG00000147677.10
460,ENSG00000130770,ATP5IF1,ATP5IF1-201,NM_016311.5,True,ENST00000335514,ENSG00000130770.17
461,ENSG00000115758,ODC1,ODC1-201,NM_002539.3,True,ENST00000234111,ENSG00000115758.12
462,ENSG00000152082,MZT2B,MZT2B-201,NM_025029.5,True,ENST00000281871,ENSG00000152082.13
463,ENSG00000128524,ATP6V1F,ATP6V1F-201,NM_004231.4,True,ENST00000249289,ENSG00000128524.4
464,ENSG00000233822,H2BC15,H2BC15-203,NM_003520.4,True,ENST00000612898,ENSG00000233822.4
465,ENSG00000164889,SLC4A2,SLC4A2-202,NM_003040.4,True,ENST00000413384,ENSG00000164889.13
466,ENSG00000062485,CS,CS-201,NM_004077.3,True,ENST00000351328,ENSG00000062485.18
467,ENSG00000166794,PPIB,PPIB-201,NM_000942.5,True,ENST00000300026,ENSG00000166794.4
468,ENSG00000175166,PSMD2,PSMD2-201,NM_002808.5,True,ENST00000310118,ENSG00000175166.16
469,ENSG00000275895,,,,True,ENST00000610664,ENSG00000275895.6
470,ENSG00000116649,SRM,SRM-201,NM_003132.3,True,ENST00000376957,ENSG00000116649.9
471,ENSG00000119403,PHF19,PHF19-202,NM_015651.3,True,ENST00000373896,ENSG00000119403.14
472,ENSG00000112514,CUTA,CUTA-210,NM_001014840.2,True,ENST00000488034,ENSG00000112514.15
473,ENSG00000276966,H4C5,H4C5-201,NM_003545.4,True,ENST00000615164,ENSG00000276966.2
474,ENSG00000055118,KCNH2,KCNH2-201,NM_000238.4,True,ENST00000262186,ENSG00000055118.14
475,ENSG00000115484,CCT4,CCT4-201,NM_006430.4,True,ENST00000394440,ENSG00000115484.14
476,ENSG00000116560,SFPQ,SFPQ-201,NM_005066.3,True,ENST00000357214,ENSG00000116560.10
477,ENSG00000088986,DYNLL1,DYNLL1-201,NM_003746.3,True,ENST00000242577,ENSG00000088986.10
478,ENSG00000137193,PIM1,PIM1-201,NM_002648.4,True,ENST00000373509,ENSG00000137193.13
479,ENSG00000130520,LSM4,LSM4-203,NM_012321.5,True,ENST00000593829,ENSG00000130520.10
480,ENSG00000123349,PFDN5,PFDN5-202,NM_002624.4,True,ENST00000334478,ENSG00000123349.13
481,ENSG00000128272,ATF4,ATF4-206,NM_182810.3,True,ENST00000674920,ENSG00000128272.14
482,ENSG00000105220,GPI,GPI-201,NM_000175.5,True,ENST00000356487,ENSG00000105220.15
483,ENSG00000169230,PRELID1,PRELID1-201,NM_013237.4,True,ENST00000303204,ENSG00000169230.9
484,ENSG00000143933,CALM2,CALM2-201,NM_001743.6,True,ENST00000272298,ENSG00000143933.16
485,ENSG00000263740,RN7SL4P,RN7SL4P-201,,True,ENST00000584058,ENSG00000263740.2
486,ENSG00000178104,PDE4DIP,PDE4DIP-260,NM_001395426.1,True,ENST00000695795,ENSG00000178104.19
487,ENSG00000139644,TMBIM6,TMBIM6-201,NM_003217.3,True,ENST00000267115,ENSG00000139644.12
488,ENSG00000127540,UQCR11,UQCR11-203,NM_006830.4,True,ENST00000591899,ENSG00000127540.11
489,ENSG00000169714,CNBP,CNBP-201,NM_003418.5,True,ENST00000422453,ENSG00000169714.16
490,ENSG00000163399,ATP1A1,ATP1A1-201,NM_000701.8,True,ENST00000295598,ENSG00000163399.15
491,ENSG00000142657,PGD,PGD-201,NM_002631.4,True,ENST00000270776,ENSG00000142657.20
492,ENSG00000180573,H2AC6,H2AC6-202,NM_003512.4,True,ENST00000377791,ENSG00000180573.9
493,ENSG00000235655,H3P6,H3P6-201,,True,ENST00000369387,ENSG00000235655.3
494,ENSG00000197451,HNRNPAB,HNRNPAB-202,NM_031266.3,True,ENST00000358344,ENSG00000197451.11
495,ENSG00000093010,COMT,COMT-202,NM_000754.4,True,ENST00000361682,ENSG00000093010.13
496,ENSG00000141524,TMC6,TMC6-217,NM_001127198.5,True,ENST00000590602,ENSG00000141524.15
497,ENSG00000236824,BCYRN1,BCYRN1-201,,True,ENST00000418539,ENSG00000236824.2
498,ENSG00000227706,,,,True,ENST00000657794,ENSG00000227706.3
499,ENSG00000242125,SNHG3,SNHG3-201,,True,ENST00000413987,ENSG00000242125.3
500,ENSG00000160789,LMNA,LMNA-205,NM_170707.4,True,ENST00000368300,ENSG00000160789.19
501,ENSG00000104964,TLE5,TLE5-202,NM_001130.6,True,ENST00000327141,ENSG00000104964.14
502,ENSG00000179091,CYC1,CYC1-201,NM_001916.5,True,ENST00000318911,ENSG00000179091.4
503,ENSG00000147065,MSN,MSN-201,NM_002444.3,True,ENST00000360270,ENSG00000147065.16
504,ENSG00000111057,KRT18,KRT18-201,NM_000224.3,True,ENST00000388835,ENSG00000111057.10
505,ENSG00000168439,STIP1,STIP1-201,NM_006819.3,True,ENST00000305218,ENSG00000168439.16
506,ENSG00000116161,CACYBP,CACYBP-201,NM_014412.3,True,ENST00000367679,ENSG00000116161.17
507,ENSG00000215021,PHB2,PHB2-203,NM_001144831.2,True,ENST00000535923,ENSG00000215021.8
508,ENSG00000160752,FDPS,FDPS-202,NM_002004.4,True,ENST00000368356,ENSG00000160752.14
509,ENSG00000130741,EIF2S3,EIF2S3-201,NM_001415.4,True,ENST00000253039,ENSG00000130741.10
510,ENSG00000205352,PRR13,PRR13-202,NM_018457.4,True,ENST00000429243,ENSG00000205352.10
511,ENSG00000132780,NASP,NASP-201,NM_002482.4,True,ENST00000350030,ENSG00000132780.16
512,ENSG00000198931,APRT,APRT-201,NM_000485.3,True,ENST00000378364,ENSG00000198931.10
513,ENSG00000099783,HNRNPM,HNRNPM-201,NM_005968.5,True,ENST00000325495,ENSG00000099783.11
514,ENSG00000073921,PICALM,PICALM-202,NM_007166.4,True,ENST00000393346,ENSG00000073921.17
515,ENSG00000141522,ARHGDIA,ARHGDIA-201,NM_004309.6,True,ENST00000269321,ENSG00000141522.11
516,ENSG00000136810,TXN,TXN-202,NM_003329.4,True,ENST00000374517,ENSG00000136810.12
517,ENSG00000131236,CAP1,CAP1-206,NM_006367.4,True,ENST00000372805,ENSG00000131236.16
518,ENSG00000269893,SNHG8,SNHG8-207,,True,ENST00000654083,ENSG00000269893.6
519,ENSG00000205937,RNPS1,RNPS1-202,NM_080594.4,True,ENST00000320225,ENSG00000205937.11
520,ENSG00000204387,SNHG32,SNHG32-204,,True,ENST00000375640,ENSG00000204387.13
521,ENSG00000189043,NDUFA4,NDUFA4-201,NM_002489.4,True,ENST00000339600,ENSG00000189043.9
522,ENSG00000174886,NDUFA11,NDUFA11-201,NM_175614.5,True,ENST00000308961,ENSG00000174886.12
